max,min
0.751420259475708,0.3231600522994995
0.7240899801254272,0.33329203724861145
0.726797342300415,0.3851647973060608
0.796405553817749,0.2910948395729065
0.7845290303230286,0.28243523836135864
0.8200651407241821,0.4733411967754364
0.751420259475708,0.3231600522994995
0.7240899801254272,0.33329203724861145
0.726797342300415,0.3851647973060608
0.8548315167427063,0.23074497282505035
0.8471158742904663,0.23037827014923096
0.8823914527893066,0.4628010392189026
0.7666490077972412,0.3168436288833618
0.7610602378845215,0.285163551568985
0.7514650225639343,0.310737282037735
0.7277361750602722,0.3592175245285034
0.7181488871574402,0.3542243242263794
0.7450607419013977,0.4847523868083954
0.8513060212135315,0.30648499727249146
0.8079270124435425,0.2545367479324341
0.809255838394165,0.2702176570892334
0.8459107875823975,0.1784346103668213
0.8759145140647888,0.19215255975723267
0.8936063647270203,0.271759957075119
0.8014764189720154,0.2862720191478729
0.7240430116653442,0.3791179955005646
0.7542778849601746,0.3409513533115387
0.6626332402229309,0.43414315581321716
0.6580249071121216,0.43665796518325806
0.6617110371589661,0.42307785153388977
0.7988566756248474,0.3196992576122284
0.7541729807853699,0.3187215328216553
0.7951933145523071,0.362544447183609
1.0,0.13425666093826294
1.0,0.14229343831539154
0.5837625861167908,0.0
0.7835751175880432,0.36425280570983887
0.7301238775253296,0.3094688057899475
0.7517258524894714,0.341885507106781
0.7951161861419678,0.2868267297744751
0.7812132239341736,0.28473377227783203
0.8226328492164612,0.4205959439277649
0.7612621784210205,0.3070802390575409
0.7280644774436951,0.3488585352897644
0.7638319730758667,0.3923581540584564
0.8078894019126892,0.25912225246429443
0.8222960829734802,0.26783886551856995
0.6955912113189697,0.20607520639896393
0.7988566756248474,0.3196992576122284
0.7541729807853699,0.3187215328216553
0.7951933145523071,0.362544447183609
0.9724962115287781,0.16540534794330597
0.976615846157074,0.20468410849571228
0.6649308800697327,0.0
0.8564324378967285,0.28278762102127075
0.7791842818260193,0.23795945942401886
0.8532435297966003,0.24936309456825256
0.9624939560890198,0.07672703266143799
0.9675711989402771,0.09633763134479523
0.9697964787483215,0.19224826991558075
0.8564324378967285,0.28278762102127075
0.7791842818260193,0.23795945942401886
0.8532435297966003,0.24936309456825256
1.0,0.035556208342313766
0.9954595565795898,0.05437097325921059
1.0,0.15976563096046448
0.7681983709335327,0.19409902393817902
0.782176673412323,0.2678285837173462
0.8956845998764038,0.2608828842639923
0.7277361750602722,0.3592175245285034
0.7181488871574402,0.3542243242263794
0.7450607419013977,0.4847523868083954
0.8199999332427979,0.31818002462387085
0.8162355422973633,0.2508092224597931
0.8068178296089172,0.2615629732608795
0.8846330642700195,0.1848275065422058
0.8809183239936829,0.178205206990242
0.8941130638122559,0.26289618015289307
0.7881588339805603,0.2544272541999817
0.7269789576530457,0.34641194343566895
0.7266728281974792,0.33964720368385315
0.6602120995521545,0.4296855926513672
0.6562910079956055,0.43261775374412537
0.6391443014144897,0.4285246431827545
0.8117364048957825,0.29530736804008484
0.7625942826271057,0.269109308719635
0.8708129525184631,0.2774328887462616
0.8561534881591797,0.12988559901714325
0.9146457314491272,0.13066430389881134
0.7335237264633179,0.0
0.8181853294372559,0.3246689438819885
0.7846233248710632,0.3149670660495758
0.7675873637199402,0.31474900245666504
0.7901363968849182,0.29227373003959656
0.7847679257392883,0.28383398056030273
0.8215335011482239,0.4109274744987488
0.7897927165031433,0.27921074628829956
0.7272256016731262,0.3308403491973877
0.7596359252929688,0.3560428321361542
0.8412467837333679,0.26596271991729736
0.8068419098854065,0.27659177780151367
0.8046176433563232,0.2096661478281021
0.8117364048957825,0.29530736804008484
0.7625942826271057,0.269109308719635
0.8708129525184631,0.2774328887462616
0.9375905990600586,0.1329476684331894
0.8562153577804565,0.16300097107887268
0.7334474325180054,0.0
0.8413935899734497,0.3039345145225525
0.8311809301376343,0.2556858956813812
0.8447975516319275,0.23486167192459106
0.9702044129371643,0.06414778530597687
0.9732978343963623,0.08919107168912888
0.9910849332809448,0.15396027266979218
0.8413935899734497,0.3039345145225525
0.8311809301376343,0.2556858956813812
0.8447975516319275,0.23486167192459106
1.0,0.026303710415959358
1.0,0.043599601835012436
1.0,0.145796000957489
0.8061715364456177,0.3558984100818634
0.7250297665596008,0.3921980559825897
0.7137560844421387,0.4038437008857727
0.6257561445236206,0.45366984605789185
0.6321092247962952,0.45091214776039124
0.6373228430747986,0.43274062871932983
